NP_116764.2,gi|1187600594|ref|XP_020753214.1|,92.969,95.31,256,18,0,1,256,192,447,5.37e-73,236
NP_116764.2,gi|1003728568|ref|XP_015729198.1|,76.953,85.94,256,59,0,1,256,163,418,5.67e-73,235
NP_116764.2,gi|953851491|ref|XP_014594814.1|,95.312,97.66,256,12,0,1,256,202,457,5.79e-73,236
NP_116764.2,gi|620972557|ref|XP_001517122.2|,32.422,49.61,256,156,4,1,255,45,284,6.05e-73,231
NP_116764.2,gi|1124023697|ref|XP_019570933.1|,92.578,97.27,256,19,0,1,256,192,447,7.10e-73,236
NP_116764.2,gi|554560399|ref|XP_005874576.1|;gi|554560401|ref|XP_005874577.1|;gi|946782215|ref|XP_014401844.1|;gi|946782217|ref|XP_014401845.1|,30.078,49.22,256,165,4,1,255,65,307,7.53e-73,231
NP_116764.2,gi|478512923|ref|XP_004430721.1|,93.359,96.88,256,17,0,1,256,192,447,8.62e-73,236
NP_116764.2,gi|560975637|ref|XP_006210119.1|,92.969,96.48,256,18,0,1,256,192,447,9.00e-73,236
NP_116764.2,gi|971373714|ref|XP_015148699.1|,76.953,86.33,256,59,0,1,256,180,435,9.22e-73,235
NP_116764.2,gi|507695799|ref|XP_004714052.1|,85.547,93.75,256,37,0,1,256,194,449,9.38e-73,236
NP_116764.2,gi|664757299|ref|XP_008536170.1|,95.312,97.66,256,12,0,1,256,202,457,9.92e-73,236
NP_116764.2,gi|524966476|ref|XP_005083133.1|,92.578,96.48,256,19,0,1,256,192,447,1.05e-72,235
NP_116764.2,gi|291391048|ref|XP_002711998.1|,93.359,96.48,256,16,1,1,256,192,446,1.08e-72,235
NP_116764.2,gi|1099290947|ref|XP_018886570.1|,100.000,100.00,256,0,0,1,256,192,447,1.08e-72,235
NP_116764.2,gi|1117414180|ref|XP_019382719.1|,79.297,86.33,256,53,0,1,256,166,421,1.12e-72,234
NP_116764.2,gi|701421475|ref|XP_010000752.1|,30.588,51.37,255,160,3,1,255,44,281,1.25e-72,230
NP_116764.2,gi|39995059|ref|NP_116764.2|;gi|114616493|ref|XP_519448.2|;gi|397499720|ref|XP_003820590.1|;gi|1034051616|ref|XP_016800926.1|,100.000,100.00,256,0,0,1,256,192,447,1.28e-72,235
NP_116764.2,gi|332243474|ref|XP_003270903.1|,99.219,100.00,256,2,0,1,256,192,447,1.28e-72,235
NP_116764.2,gi|589969467|ref|XP_006997216.1|,92.969,96.48,256,18,0,1,256,192,447,1.30e-72,235
NP_116764.2,gi|683904086|ref|XP_009085424.1|,30.196,50.59,255,167,5,1,254,65,309,1.31e-72,231
NP_116764.2,gi|543351817|ref|XP_005520811.1|,30.196,50.20,255,167,5,1,254,65,309,1.34e-72,231
NP_116764.2,gi|1099290951|ref|XP_018886571.1|,100.000,100.00,256,0,0,1,256,161,416,1.34e-72,234
NP_116764.2,gi|542144164|ref|XP_005481147.1|,30.196,50.59,255,167,5,1,254,65,309,1.37e-72,231
NP_116764.2,gi|1211446083|ref|XP_021508975.1|,93.750,96.09,256,16,0,1,256,190,445,1.46e-72,235
NP_116764.2,gi|960972031|ref|XP_014800971.1|,30.588,50.98,255,160,3,1,255,44,281,1.50e-72,229
NP_116764.2,gi|803193270|ref|XP_011958343.1|;gi|803193272|ref|XP_011958344.1|;gi|803193274|ref|XP_011958345.1|;gi|803193276|ref|XP_011958346.1|;gi|803247778|ref|XP_011983875.1|;gi|803247780|ref|XP_011983876.1|;gi|803247782|ref|XP_011983877.1|;gi|803247784|ref|XP_011983878.1|;gi|965998584|ref|XP_014958907.1|,29.804,47.84,255,165,4,1,254,88,329,1.53e-72,231
NP_116764.2,gi|1209977301|ref|XP_021381698.1|,30.196,50.59,255,167,5,1,254,65,309,1.54e-72,231
NP_116764.2,gi|1008802304|ref|XP_015845806.1|,92.969,96.48,256,18,0,1,256,176,431,1.57e-72,234
NP_116764.2,gi|267844852|ref|NP_001161173.1|;gi|971373716|ref|XP_015148709.1|,76.953,86.33,256,59,0,1,256,163,418,1.60e-72,234
NP_116764.2,gi|1111161112|ref|XP_019315023.1|;gi|1111161114|ref|XP_019315025.1|;gi|1111161116|ref|XP_019315026.1|,29.804,48.24,255,165,4,1,254,60,301,1.62e-72,230
NP_116764.2,gi|585640020|ref|XP_006880227.1|,29.804,47.45,255,165,4,1,254,235,476,1.68e-72,236
NP_116764.2,gi|675759214|ref|XP_008972242.1|,100.000,100.00,256,0,0,1,256,161,416,1.73e-72,234
NP_116764.2,gi|829782837|ref|XP_012623549.1|,94.922,98.05,256,13,0,1,256,192,447,1.85e-72,235
NP_116764.2,gi|826311536|ref|XP_012506048.1|,94.922,98.05,256,13,0,1,256,192,447,1.87e-72,235
NP_116764.2,gi|6680848|ref|NP_031636.1|,93.359,96.88,256,17,0,1,256,192,447,1.89e-72,235
NP_116764.2,gi|940732200|ref|XP_014310783.1|;gi|940732202|ref|XP_006088205.2|;gi|940732204|ref|XP_014310784.1|;gi|940732206|ref|XP_014310785.1|;gi|940732208|ref|XP_014310786.1|;gi|940732210|ref|XP_014310787.1|,29.688,48.05,256,166,4,1,255,65,307,2.05e-72,230
NP_116764.2,gi|700321204|ref|XP_009922022.1|;gi|729743894|ref|XP_010568301.1|,30.980,51.76,255,159,3,1,255,44,281,2.10e-72,229
NP_116764.2,gi|602631728|ref|XP_007422761.1|,31.373,51.76,255,158,3,1,255,120,357,2.15e-72,232
NP_116764.2,gi|543246830|ref|XP_005416425.1|,30.196,50.59,255,167,5,1,254,65,309,2.15e-72,230
NP_116764.2,gi|918637715|ref|XP_013360471.1|,92.188,96.88,256,20,0,1,256,161,416,2.34e-72,234
NP_116764.2,gi|504135603|ref|XP_004580277.1|,28.627,48.24,255,168,4,1,254,102,343,2.37e-72,231
NP_116764.2,gi|1121966333|ref|XP_010708306.2|,27.237,45.53,257,182,4,1,256,120,372,2.56e-72,232
NP_116764.2,gi|698406684|ref|XP_009810205.1|,30.196,50.98,255,161,3,1,255,44,281,2.58e-72,229
NP_116764.2,gi|488569121|ref|XP_004474181.1|;gi|488569123|ref|XP_004474182.1|;gi|821131742|ref|XP_012386681.1|,94.922,97.27,256,13,0,1,256,219,474,2.62e-72,235
NP_116764.2,gi|697840677|ref|XP_009640697.1|,30.196,51.76,255,161,3,1,255,44,281,2.64e-72,229
NP_116764.2,gi|591317177|ref|XP_007084886.1|;gi|591317179|ref|XP_007084887.1|,29.804,48.24,255,165,4,1,254,60,301,2.66e-72,229
NP_116764.2,gi|752383098|ref|XP_011230112.1|,29.804,47.84,255,165,4,1,254,60,301,2.94e-72,229
NP_116764.2,gi|1212210963|ref|XP_021555390.1|,30.588,47.84,255,163,4,1,254,60,301,3.03e-72,229
NP_116764.2,gi|533184745|ref|XP_005405428.1|,92.188,96.88,256,20,0,1,256,192,447,3.04e-72,234
NP_116764.2,gi|704164453|ref|XP_010129400.1|,30.588,50.98,255,160,3,1,255,44,281,3.04e-72,229
NP_116764.2,gi|695140925|ref|XP_009512955.1|,30.588,51.37,255,160,3,1,255,44,281,3.07e-72,229
NP_116764.2,gi|768341556|ref|XP_011586201.1|,77.734,85.94,256,57,0,1,256,165,420,3.11e-72,233
NP_116764.2,gi|998703019|ref|XP_015489222.1|,30.196,50.20,255,167,5,1,254,65,309,3.12e-72,229
NP_116764.2,gi|507554861|ref|XP_004661203.1|,93.359,96.88,256,17,0,1,256,192,447,3.31e-72,234
NP_116764.2,gi|724903418|ref|XP_010377698.1|;gi|1059191941|ref|XP_017750771.1|;gi|1059191943|ref|XP_017750772.1|,98.828,99.61,256,3,0,1,256,161,416,3.34e-72,233
NP_116764.2,gi|1147281999|ref|XP_020022574.1|,30.980,47.45,255,162,4,1,254,60,301,3.52e-72,229
NP_116764.2,gi|704560449|ref|XP_010182555.1|,30.588,50.59,255,160,3,1,255,44,281,3.62e-72,229
NP_116764.2,gi|729739429|ref|XP_010565918.1|,77.734,85.94,256,57,0,1,256,165,420,3.70e-72,233
NP_116764.2,gi|543734485|ref|XP_005508240.1|;gi|543734487|ref|XP_005508241.1|;gi|1197653694|ref|XP_021151153.1|;gi|1197653697|ref|XP_021151154.1|;gi|1197653699|ref|XP_021151155.1|,30.588,50.98,255,166,5,1,254,65,309,3.75e-72,229
NP_116764.2,gi|699606655|ref|XP_009872031.1|,76.953,86.33,256,59,0,1,256,184,439,3.98e-72,234
NP_116764.2,gi|583992211|ref|XP_006791281.1|,32.422,50.78,256,162,5,1,255,67,312,4.01e-72,229
NP_116764.2,gi|402865165|ref|XP_003896806.1|;gi|795184043|ref|XP_011845271.1|,98.828,99.61,256,3,0,1,256,192,447,4.06e-72,234
NP_116764.2,gi|585186076|ref|XP_006744538.1|,30.196,47.45,255,164,4,1,254,60,301,4.07e-72,229
NP_116764.2,gi|591384121|ref|XP_007066518.1|,80.859,89.06,256,49,0,1,256,167,422,4.08e-72,233
NP_116764.2,gi|1209967396|ref|XP_021399050.1|,30.588,50.59,255,160,3,1,255,44,281,4.08e-72,228
NP_116764.2,gi|545881973|ref|XP_005657777.1|,93.359,96.09,256,17,0,1,256,199,454,4.14e-72,234
NP_116764.2,gi|1003771844|ref|XP_015716892.1|;gi|1003771848|ref|XP_015716893.1|;gi|1003771851|ref|XP_015716894.1|;gi|1003771855|ref|XP_015716895.1|;gi|1003771857|ref|XP_015716896.1|;gi|1003771861|ref|XP_015716897.1|,30.196,51.76,255,161,3,1,255,44,281,4.17e-72,228
NP_116764.2,gi|583992213|ref|XP_006791282.1|,32.422,50.78,256,162,5,1,255,66,311,4.25e-72,229
NP_116764.2,gi|961732705|ref|XP_014926803.1|,29.804,47.84,255,165,4,1,254,60,301,4.25e-72,229
NP_116764.2,gi|724903415|ref|XP_010377697.1|;gi|1059191939|ref|XP_017750770.1|,98.828,99.61,256,3,0,1,256,192,447,4.29e-72,234
NP_116764.2,gi|669280397|ref|XP_008632648.1|;gi|726991973|ref|XP_010407126.1|,30.196,50.59,255,167,5,1,254,65,309,4.32e-72,229
NP_116764.2,gi|960991278|ref|XP_014811076.1|,30.739,47.86,257,173,4,1,256,48,300,4.52e-72,229
NP_116764.2,gi|699697442|ref|XP_009906461.1|,30.196,50.59,255,167,5,1,254,65,309,4.71e-72,229
NP_116764.2,gi|795302693|ref|XP_011822900.1|,29.297,46.88,256,167,4,1,255,135,377,4.94e-72,231
NP_116764.2,gi|733871439|ref|XP_010715921.1|,76.172,85.94,256,61,0,1,256,163,418,4.95e-72,233
NP_116764.2,gi|795572895|ref|XP_011721850.1|,98.828,99.61,256,3,0,1,256,192,447,5.04e-72,234
NP_116764.2,gi|768360187|ref|XP_011577228.1|;gi|768360189|ref|XP_011577229.1|,30.980,51.76,255,159,3,1,255,44,281,5.07e-72,228
NP_116764.2,gi|966936102|ref|XP_014990608.1|,98.828,99.61,256,3,0,1,256,192,447,5.20e-72,234
NP_116764.2,gi|395542316|ref|XP_003773079.1|,32.685,50.97,257,155,4,1,256,36,275,5.47e-72,228
NP_116764.2,gi|670976907|ref|XP_008682975.1|,29.804,47.84,255,165,4,1,254,60,301,5.52e-72,229
NP_116764.2,gi|831228930|ref|XP_003791595.2|,94.922,96.88,256,13,0,1,256,192,447,5.55e-72,233
NP_116764.2,gi|297681806|ref|XP_002818634.1|,99.609,99.61,256,1,0,1,256,192,447,5.73e-72,233
NP_116764.2,gi|823463172|ref|XP_012430035.1|,30.196,50.59,255,167,5,1,254,279,523,5.78e-72,235
NP_116764.2,gi|698431668|ref|XP_009697353.1|,29.804,50.20,255,162,3,1,255,44,281,5.90e-72,228
NP_116764.2,gi|701298281|ref|XP_010009471.1|,30.588,50.98,255,160,3,1,255,45,282,6.02e-72,228
NP_116764.2,gi|929419686|ref|XP_014143045.1|,78.516,85.55,256,55,0,1,256,165,420,6.21e-72,233
NP_116764.2,gi|532042090|ref|XP_005363883.1|,92.969,95.70,256,18,0,1,256,192,447,6.31e-72,233
NP_116764.2,gi|1201822230|ref|XP_021251148.1|,76.172,86.33,256,61,0,1,256,180,435,6.34e-72,233
NP_116764.2,gi|696994089|ref|XP_009563972.1|,30.196,50.59,255,161,3,1,255,44,281,6.51e-72,228
NP_116764.2,gi|966936104|ref|XP_014990609.1|,98.828,99.61,256,3,0,1,256,161,416,6.59e-72,233
NP_116764.2,gi|700406413|ref|XP_009958677.1|,30.980,51.37,255,159,3,1,255,44,281,6.80e-72,228
NP_116764.2,gi|700384542|ref|XP_009932264.1|,30.196,50.20,255,161,3,1,255,44,281,6.95e-72,228
NP_116764.2,gi|926528736|ref|XP_013813623.1|,78.516,85.55,256,55,0,1,256,165,420,7.07e-72,233
NP_116764.2,gi|686616979|ref|XP_009285422.1|,78.125,85.94,256,56,0,1,256,165,420,7.07e-72,233
NP_116764.2,gi|544525690|ref|XP_005595682.1|,98.438,99.61,256,4,0,1,256,192,447,7.26e-72,233
NP_116764.2,gi|795585244|ref|XP_011912906.1|,98.438,99.22,256,4,0,1,256,192,447,7.34e-72,233
NP_116764.2,gi|675603138|ref|XP_008947331.1|,30.196,50.59,255,167,5,1,254,65,309,7.43e-72,229
NP_116764.2,gi|690424141|ref|XP_009326897.1|,78.516,85.94,256,55,0,1,256,165,420,7.54e-72,233
NP_116764.2,gi|909793669|ref|XP_013153061.1|,78.125,85.55,256,56,0,1,256,165,420,7.70e-72,233
NP_116764.2,gi|556773550|ref|XP_005981926.1|,92.969,95.70,256,18,0,1,256,192,447,7.83e-72,233
NP_116764.2,gi|960951186|ref|XP_014814053.1|,30.588,50.59,255,166,5,1,254,65,309,7.84e-72,229
NP_116764.2,gi|587005510|ref|XP_006938255.1|,29.804,47.06,255,165,4,1,254,60,301,7.89e-72,228
NP_116764.2,gi|548523599|ref|XP_005698554.1|;gi|1062946719|ref|XP_017897111.1|,29.804,47.84,255,165,4,1,254,60,301,8.15e-72,228
NP_116764.2,gi|743746871|ref|XP_010968130.1|;gi|743746873|ref|XP_010968131.1|;gi|743746875|ref|XP_010968132.1|;gi|744574014|ref|XP_010981525.1|;gi|946641899|ref|XP_014413725.1|,29.020,47.45,255,167,4,1,254,59,300,8.17e-72,228
NP_116764.2,gi|544525695|ref|XP_005595684.1|,98.438,99.61,256,4,0,1,256,161,416,8.18e-72,232
NP_116764.2,gi|554835476|ref|XP_005928235.1|;gi|554835478|ref|XP_005928236.1|;gi|554835480|ref|XP_005928237.1|,32.031,50.78,256,163,5,1,255,67,312,8.31e-72,229
NP_116764.2,gi|930742733|ref|XP_014190938.1|,32.031,50.78,256,163,5,1,255,66,311,8.60e-72,229
NP_116764.2,gi|641707166|ref|XP_008142545.1|,29.804,48.24,255,165,4,1,254,65,306,8.66e-72,228
NP_116764.2,gi|908481096|ref|XP_013124898.1|;gi|1110957037|ref|XP_019218109.1|,32.031,50.78,256,163,5,1,255,67,312,8.68e-72,229
NP_116764.2,gi|697459668|ref|XP_009666939.1|,30.196,49.80,255,167,5,1,254,65,309,9.13e-72,228
NP_116764.2,gi|908481100|ref|XP_013124899.1|,32.031,50.78,256,163,5,1,255,66,311,9.18e-72,229
NP_116764.2,gi|700357950|ref|XP_009923386.1|;gi|729734144|ref|XP_010563034.1|,30.196,50.59,255,167,5,1,254,65,309,9.33e-72,228
NP_116764.2,gi|699636906|ref|XP_009909179.1|,30.196,51.37,255,161,3,1,255,44,281,9.42e-72,228
NP_116764.2,gi|795585249|ref|XP_011912907.1|;gi|795585254|ref|XP_011912908.1|,98.438,99.22,256,4,0,1,256,161,416,9.51e-72,232
NP_116764.2,gi|1246157931|ref|XP_022424428.1|;gi|1246157933|ref|XP_022424429.1|,29.804,47.45,255,165,4,1,254,60,301,9.60e-72,228
NP_116764.2,gi|675419216|ref|XP_008923018.1|,30.196,50.59,255,161,3,1,255,44,281,1.01e-71,228
NP_116764.2,gi|640819620|ref|XP_008066711.1|,91.797,96.48,256,21,0,1,256,191,446,1.01e-71,233
NP_116764.2,gi|669293097|ref|XP_008639693.1|;gi|727023328|ref|XP_010399821.1|,30.196,50.98,255,161,3,1,255,45,282,1.04e-71,228
NP_116764.2,gi|671009329|ref|XP_008695521.1|,92.969,95.70,256,18,0,1,256,192,447,1.08e-71,233
NP_116764.2,gi|511888270|ref|XP_004763887.1|,30.196,47.06,255,164,4,1,254,60,301,1.08e-71,228
NP_116764.2,gi|62858775|ref|NP_001016299.1|,32.685,52.92,257,162,5,1,256,70,316,1.10e-71,229
NP_116764.2,gi|45382613|ref|NP_990056.1|;gi|971392940|ref|XP_015131608.1|;gi|971392942|ref|XP_015131609.1|,30.588,51.76,255,160,3,1,255,45,282,1.11e-71,228
NP_116764.2,gi|694862371|ref|XP_009473093.1|,30.588,50.98,255,160,3,1,255,44,281,1.13e-71,227
NP_116764.2,gi|1201877667|ref|XP_021249038.1|;gi|1201877669|ref|XP_021249039.1|;gi|1201877671|ref|XP_021249040.1|;gi|1201877673|ref|XP_021249041.1|,30.980,52.16,255,159,3,1,255,44,281,1.16e-71,227
NP_116764.2,gi|1190406879|ref|XP_020853602.1|,89.844,93.36,256,26,0,1,256,193,448,1.16e-71,233
NP_116764.2,gi|1121894472|ref|XP_019404047.1|,79.688,86.72,256,52,0,1,256,166,421,1.17e-71,232
NP_116764.2,gi|902880015|ref|XP_013030032.1|,30.196,50.98,255,167,5,1,254,65,309,1.21e-71,228
NP_116764.2,gi|826349232|ref|XP_012519383.1|;gi|826349235|ref|XP_012519384.1|,29.804,47.84,255,165,4,1,254,60,301,1.28e-71,228
NP_116764.2,gi|514723640|ref|XP_005014501.1|,30.196,50.98,255,167,5,1,254,65,309,1.29e-71,228
NP_116764.2,gi|705683329|ref|XP_010119496.1|,77.734,85.55,256,57,0,1,256,165,420,1.36e-71,232
NP_116764.2,gi|224049791|ref|XP_002191294.1|,30.588,50.20,255,160,3,1,255,44,281,1.39e-71,227
NP_116764.2,gi|524994732|ref|XP_005045177.1|,30.588,50.98,255,160,3,1,255,44,281,1.41e-71,227
NP_116764.2,gi|998684899|ref|XP_015479949.1|;gi|998684901|ref|XP_015479950.1|,30.980,50.59,255,159,3,1,255,44,281,1.42e-71,227
NP_116764.2,gi|674041996|ref|XP_008826840.1|,94.531,96.48,256,14,0,1,256,192,447,1.43e-71,233
NP_116764.2,gi|705683332|ref|XP_010119497.1|,77.734,85.55,256,57,0,1,256,163,418,1.44e-71,232
NP_116764.2,gi|723130210|ref|XP_010281454.1|,30.196,51.37,255,161,3,1,255,44,281,1.45e-71,227
NP_116764.2,gi|426253130|ref|XP_004020253.1|;gi|803247786|ref|XP_011983879.1|,29.804,47.84,255,165,4,1,254,60,301,1.47e-71,228
NP_116764.2,gi|19923687|ref|NP_071967.2|,93.750,97.27,256,16,0,1,256,192,447,1.48e-71,233
NP_116764.2,gi|512997986|ref|XP_004860553.1|,91.797,95.70,256,21,0,1,256,192,447,1.49e-71,233
NP_116764.2,gi|700327386|ref|XP_009910597.1|,77.734,85.94,256,57,0,1,256,173,428,1.51e-71,232
NP_116764.2,gi|678003953|ref|XP_009078556.1|,30.980,50.59,255,165,5,1,254,65,309,1.52e-71,228
NP_116764.2,gi|558181693|ref|XP_006127418.1|,79.688,88.28,256,52,0,1,256,120,375,1.55e-71,230
NP_116764.2,gi|998703017|ref|XP_015489221.1|,30.196,50.20,255,167,5,1,254,76,320,1.65e-71,228
NP_116764.2,gi|926528740|ref|XP_013813625.1|,78.516,85.55,256,55,0,1,256,109,364,1.73e-71,230
NP_116764.2,gi|696961007|ref|XP_009568871.1|,30.196,50.20,255,167,5,1,254,65,309,1.75e-71,228
NP_116764.2,gi|699695864|ref|XP_009890080.1|,30.196,51.37,255,161,3,1,255,44,281,1.79e-71,227
NP_116764.2,gi|529422070|ref|XP_005230888.1|,30.980,50.98,255,159,3,1,255,44,281,1.79e-71,227
NP_116764.2,gi|768354599|ref|XP_011574274.1|,30.196,50.59,255,167,5,1,254,65,309,1.81e-71,228
NP_116764.2,gi|803317511|ref|XP_012016975.1|,92.578,96.09,256,19,0,1,256,192,447,1.81e-71,232
NP_116764.2,gi|472387003|ref|XP_004412850.1|,29.804,46.67,255,165,4,1,254,60,301,1.86e-71,228
NP_116764.2,gi|836708761|ref|XP_004612023.2|,30.588,48.24,255,161,4,1,254,100,339,1.87e-71,229
NP_116764.2,gi|696996853|ref|XP_009564969.1|,77.734,85.94,256,57,0,1,256,165,420,1.88e-71,231
NP_116764.2,gi|58331921|ref|NP_001011068.1|,29.961,45.53,257,173,4,1,256,51,301,1.89e-71,228
NP_116764.2,gi|723120567|ref|XP_010288794.1|,29.804,50.59,255,168,5,1,254,65,309,1.91e-71,228
NP_116764.2,gi|348579097|ref|XP_003475318.1|,91.406,96.48,256,22,0,1,256,192,447,1.93e-71,232
NP_116764.2,gi|690459878|ref|XP_009328950.1|,30.196,51.37,255,161,3,1,255,44,281,1.97e-71,227
NP_116764.2,gi|304376318|ref|NP_001182080.1|,92.578,95.70,256,19,0,1,256,192,447,1.97e-71,232
NP_116764.2,gi|543342868|ref|XP_005517714.1|;gi|929411179|ref|XP_014114736.1|,30.588,50.98,255,160,3,1,255,44,281,2.04e-71,227
NP_116764.2,gi|525002213|ref|XP_005048826.1|,29.297,49.22,256,170,5,1,254,65,311,2.07e-71,228
NP_116764.2,gi|597792800|ref|XP_007259314.1|;gi|597792803|ref|XP_007259315.1|;gi|597792806|ref|XP_007259316.1|;gi|1249043664|ref|XP_022524679.1|;gi|1249043666|ref|XP_022524680.1|;gi|1249043668|ref|XP_022524681.1|,31.250,50.39,256,165,4,1,255,98,343,2.09e-71,229
NP_116764.2,gi|706126416|ref|XP_010198191.1|,30.196,50.59,255,167,5,1,254,65,309,2.11e-71,228
NP_116764.2,gi|1111003341|ref|XP_019327214.1|,29.804,50.59,255,168,5,1,254,63,307,2.14e-71,228
NP_116764.2,gi|543244346|ref|XP_005415590.1|,29.804,50.59,255,162,3,1,255,44,281,2.15e-71,227
NP_116764.2,gi|768354597|ref|XP_011574273.1|,30.196,50.59,255,167,5,1,254,108,352,2.25e-71,229
NP_116764.2,gi|470614265|ref|XP_004316644.1|,29.804,47.45,255,165,4,1,254,60,301,2.26e-71,227
NP_116764.2,gi|1051114202|ref|XP_017664322.1|;gi|1051114204|ref|XP_017664416.1|,30.196,50.59,255,161,3,1,255,44,281,2.32e-71,226
NP_116764.2,gi|686599876|ref|XP_009276156.1|,29.804,50.59,255,168,5,1,254,64,308,2.38e-71,228
NP_116764.2,gi|513191979|ref|XP_421764.3|,30.196,50.59,255,167,5,1,254,65,309,2.40e-71,228
NP_116764.2,gi|683893543|ref|XP_009099177.1|,30.196,51.37,255,161,3,1,255,44,281,2.42e-71,226
NP_116764.2,gi|472390662|ref|XP_004414637.1|,91.406,95.70,256,22,0,1,256,192,447,2.47e-71,232
NP_116764.2,gi|704329715|ref|XP_010171751.1|,30.588,51.37,255,160,3,1,255,44,281,2.48e-71,226
NP_116764.2,gi|558181689|ref|XP_006127417.1|,79.688,88.28,256,52,0,1,256,167,422,2.55e-71,231
NP_116764.2,gi|1174668123|ref|XP_004080311.2|,30.859,49.61,256,166,4,1,255,69,314,2.64e-71,228
NP_116764.2,gi|1190387613|ref|XP_020843904.1|,29.804,48.24,255,165,4,1,254,197,438,2.64e-71,231
NP_116764.2,gi|700380980|ref|XP_009930304.1|,78.125,85.94,256,56,0,1,256,165,420,2.69e-71,231
NP_116764.2,gi|1016641872|ref|XP_016043295.1|,87.109,93.75,256,33,0,1,256,167,422,2.73e-71,231
NP_116764.2,gi|686598918|ref|XP_009275633.1|,30.196,51.37,255,161,3,1,255,44,281,2.82e-71,226
NP_116764.2,gi|695150250|ref|XP_009502771.1|,77.734,86.33,256,57,0,1,256,59,314,2.84e-71,228
NP_116764.2,gi|690447560|ref|XP_009324216.1|,29.804,50.98,255,168,5,1,254,64,308,2.95e-71,227
NP_116764.2,gi|465985939|ref|XP_004265870.1|,29.804,47.45,255,165,4,1,254,60,301,2.97e-71,227
NP_116764.2,gi|499033717|ref|XP_004567546.1|;gi|548456683|ref|XP_005747456.1|;gi|548456690|ref|XP_005747457.1|,32.031,50.78,256,163,5,1,255,67,312,2.99e-71,227
NP_116764.2,gi|664706337|ref|XP_008504978.1|;gi|664706339|ref|XP_008504985.1|;gi|664706341|ref|XP_008504991.1|;gi|664706343|ref|XP_008504995.1|,29.412,48.63,255,167,4,1,254,60,302,3.00e-71,227
NP_116764.2,gi|512997988|ref|XP_004860554.1|;gi|512997990|ref|XP_004860555.1|;gi|512997992|ref|XP_004860556.1|;gi|1196766020|ref|XP_021096598.1|,91.797,95.70,256,21,0,1,256,166,421,3.03e-71,231
NP_116764.2,gi|733885114|ref|XP_010708081.1|,30.980,51.76,255,159,3,1,255,45,282,3.04e-71,226
NP_116764.2,gi|923857142|ref|XP_013769873.1|;gi|1282279694|ref|XP_023009597.1|,32.031,50.78,256,163,5,1,255,66,311,3.13e-71,227
